bat,subb,test,id,num_pvals,unique,ratio,min,max,KS,log_KS,chi2_1.0,chi2_2.0,chi2_3.0,chi2_4.0,log_chi2_1.0,log_chi2_2.0,log_chi2_3.0,log_chi2_4.0,L_9,L_8,L_7,L_6,L_5,L_4,L_3,L_2,L_1,num_pvals2,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,l_9,l_8,l_7,l_6,l_5,l_4,l_3,l_2,l_1,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,log_l_9,log_l_8,log_l_7,log_l_6,log_l_5,log_l_4,log_l_3,log_l_2,log_l_1,log_r_1,log_r_2,log_r_3,log_r_4,log_r_5,log_r_6,log_r_7,log_r_8,log_r_9
TestU01,Crush, sknuth_CouponCollector,029|000|000,36986,36984,1,4e-06,0.99999357,0.941371017844556,-0.0,0.3827187983232728,0.9529868076651075,0.9716599173255258,0.9472649732302412,-0.4,-0.0,-0.0,-0.0,0,0,0,0,1,3,35,374,3681,36986,3777,374,41,8,1,0,0,0,0,0.0,0.0,0.0,0.0,2.7,0.8,0.9,1.0,1.0,1.0,1.0,1.1,2.2,2.7,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.4,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_CollisionOver,003|000|000,8619,143,60,2.625e-05,0.99996477,0.013256715671685909,-1.9,3.619142316905924e-21,0.0,0.0,0.0,-20.4,-1000,-1000,-1000,0,0,0,0,0,1,9,74,834,8619,897,93,12,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,0.9,1.0,1.0,1.1,1.4,1.2,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.1,0.0,-0.0,0.0,0.0,0.0,0.1,0.1,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_CouponCollector,030|000|000,28176,28172,1,7.742e-05,0.99986515,0.245506769607827,-0.6,0.44365409324016014,0.7447746270629869,0.8814080538761101,0.9852110421314777,-0.4,-0.1,-0.1,-0.0,0,0,0,0,0,1,26,291,2799,28176,2700,263,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,1.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.4,-0.0,0.0,0.0,0.0,-0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Gap,031|000|000,27413,27410,1,6.11e-06,0.99999594,0.32494227458464253,-0.5,0.547147708443537,0.12624955672862997,0.658417401901988,0.9978981028654929,-0.3,-0.9,-0.2,-0.0,0,0,0,0,1,5,27,267,2848,27413,2740,255,22,1,1,0,0,0,0,0.0,0.0,0.0,0.0,3.6,1.8,1.0,1.0,1.0,1.0,0.9,0.8,0.4,3.6,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.6,0.3,0.0,0.0,0.0,0.0,-0.0,-0.1,-0.4,0.6,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Gap,032|000|000,21604,21601,1,1.22e-05,0.99999926,0.14001799030565634,-0.9,0.42637493736461257,0.7145665065572574,0.7337062479006895,0.7354237033836284,-0.4,-0.1,-0.1,-0.1,0,0,0,0,0,2,20,233,2247,21604,2156,222,20,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.1,1.0,1.0,1.0,0.9,0.5,4.6,46.3,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.3,0.7,1.7,-1000,-1000,-1000
TestU01,Crush, sknuth_Gap,033|000|000,25746,25742,1,2.011e-05,0.99995613,0.05160096626520464,-1.3,0.3111619632364407,0.36926384725821343,0.4494641220688327,0.6513584453938108,-0.5,-0.4,-0.3,-0.2,0,0,0,0,0,6,36,293,2612,25746,2608,279,30,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.3,1.4,1.1,1.0,1.0,1.1,1.2,0.4,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.4,0.1,0.0,0.0,0.0,0.0,0.1,-0.4,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Gap,034|000|000,19812,19811,1,5.973e-05,0.99998813,0.2003565286202015,-0.7,0.3936757931180646,0.028013887487522406,0.0629845646092663,0.2009498846331351,-0.4,-1.6,-1.2,-0.7,0,0,0,0,0,2,18,201,1980,19812,1998,197,21,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.0,1.0,1.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Run,035|000|000,32284,32277,1,2.808e-05,0.99989927,0.2788720487001956,-0.6,0.2435311034173189,0.6507650198972734,0.6961479507559677,0.10498225386939758,-0.6,-0.2,-0.2,-1.0,0,0,0,0,0,4,32,322,3286,32284,3242,277,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.1,0.0,0.0,0.0,0.0,-0.0,-0.3,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Run,036|000|000,24462,24458,1,7.598e-05,0.99996098,5.371211094299109e-05,-4.3,0.0013969829570665646,0.6166495796606735,0.841782597172988,0.7039460675140305,-2.9,-0.2,-0.1,-0.2,0,0,0,0,0,1,31,263,2578,24462,2328,229,21,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,1.1,1.1,1.0,0.9,0.9,0.4,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.4,0.1,0.0,0.0,0.0,-0.0,-0.0,-0.4,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Permutation,037|000|000,13324,12140,1,7.888e-05,0.99996245,0.1951468350312424,-0.7,0.38605886937775963,0.7796903537400365,0.8456142918732845,0.32949160907369235,-0.4,-0.1,-0.1,-0.5,0,0,0,0,0,1,15,121,1395,13324,1314,125,14,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.9,1.0,1.0,0.9,1.1,1.5,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.1,0.0,-0.0,0.0,0.0,-0.0,0.0,0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_Permutation,038|000|000,13536,12203,1,1.92e-05,0.99992412,0.28324933020370036,-0.5,0.6069039536716161,0.2943256983218436,0.30704927494720524,0.7179055866536852,-0.2,-0.5,-0.5,-0.1,0,0,0,0,0,2,17,142,1373,13536,1378,149,10,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.3,1.0,1.0,1.0,1.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.2,0.1,0.0,0.0,0.0,0.0,-0.2,-0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_CollisionPermut,039|000|000,8250,1017,8,5.922e-05,0.99986506,0.18866608707246493,-0.7,0.13881218523606975,0.2638201955424585,0.0,0.0,-0.9,-0.6,-1000,-1000,0,0,0,0,0,2,5,87,813,8250,844,81,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,1.1,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.4,-0.2,0.0,0.0,0.0,0.0,-0.1,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_CollisionOver,004|000|000,8099,141,57,0.00015842,0.99999817,0.05129554381537242,-1.3,7.535454796566804e-15,0.0,0.0,0.0,-14.1,-1000,-1000,-1000,0,0,0,0,0,0,8,70,786,8099,815,83,9,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.0,1.0,1.1,1.2,12.3,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,0.0,-0.0,0.0,0.0,0.0,0.0,0.1,1.1,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_CollisionPermut,040|000|000,7962,1014,8,4.183e-05,0.99990541,0.056007678584543336,-1.3,0.5351591052673759,0.05028988375240212,0.0,0.0,-0.3,-1.3,-1000,-1000,0,0,0,0,0,1,9,74,835,7962,759,69,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,1.1,0.9,1.0,1.0,0.9,0.5,1.3,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.1,0.0,-0.0,0.0,0.0,-0.0,-0.3,0.1,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,041|000|001,9736,9551,1,3.059e-05,0.99990815,0.10835463239794833,-1.0,0.06500118581923515,0.2064516428524249,0.6333450855337203,0.6347503288478875,-1.2,-0.7,-0.2,-0.2,0,0,0,0,0,2,9,101,958,9736,971,99,11,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,1.0,1.0,1.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.3,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,041|000|002,9736,9736,1,4.999e-05,0.99974982,0.36219155158204736,-0.4,0.6553785086708654,0.23181480741305863,0.33172678722165416,0.13815048747642758,-0.2,-0.6,-0.5,-0.9,0,0,0,0,0,2,12,92,995,9736,937,79,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1,1.2,0.9,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.3,0.1,-0.0,0.0,0.0,-0.1,-0.1,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,042|000|001,15880,15149,1,0.00015792,0.99976922,0.16328297098431518,-0.8,0.3150409952314815,0.6021954850279287,0.03363403238432683,0.011342905576998165,-0.5,-0.2,-1.5,-1.9,0,0,0,0,0,0,21,164,1592,15880,1505,158,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,1.0,0.9,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,0.1,0.0,0.0,-0.0,0.0,-0.1,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,042|000|002,15880,15878,1,3.47e-06,0.9992163,0.8361916287598128,-0.1,0.9994169159769156,0.2795558858735608,0.2350447481382917,0.8031897808717776,-0.0,-0.6,-0.6,-0.1,0,0,0,0,1,3,18,157,1596,15880,1593,131,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.3,1.9,1.1,1.0,1.0,1.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.8,0.3,0.0,0.0,0.0,0.0,-0.1,-1.0,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,043|000|001,61374,43356,1,1.52e-05,0.99999336,0.4877379342612132,-0.3,0.9494722334567206,0.6440979713850403,0.3771320902797095,0.008378662901170172,-0.0,-0.2,-0.4,-2.1,0,0,0,0,0,4,70,610,6150,61374,6108,617,71,5,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,1.1,1.0,1.0,1.0,1.0,1.2,0.8,1.6,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.2,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.2,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,043|000|002,61374,61353,1,2.044e-05,0.99999617,0.13574013268809118,-0.9,0.12343773318217227,0.7453599466922152,0.9965520588038335,0.9062064417927913,-0.9,-0.1,-0.0,-0.0,0,0,0,0,0,6,48,614,6187,61374,6185,607,67,11,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.1,1.8,1.6,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,044|000|001,51452,38129,1,3.973e-05,0.99999727,0.3820360776768533,-0.4,0.8039675433457226,0.3908842325488388,0.3617806607560671,0.024959473179184823,-0.1,-0.4,-0.4,-1.6,0,0,0,0,0,2,48,526,5217,51452,5117,505,59,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,1.0,1.0,1.0,1.0,1.1,1.2,1.9,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,-1000,-1000,-1000,-1000
TestU01,Crush, sknuth_MaxOft,044|000|002,51452,51438,1,1.99e-06,0.999978,0.05066768856112162,-1.3,0.5538056052096715,0.22729237579013892,0.6118644697052373,0.04172452674013839,-0.3,-0.6,-0.2,-1.4,0,0,0,0,1,6,44,498,5172,51452,5024,500,41,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9,1.2,0.9,1.0,1.0,1.0,1.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.3,0.1,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_SampleProd,045|000|000,94744,94703,1,3.18e-06,0.99999658,0.6602233952459553,-0.2,0.8012217007567941,0.1127548714251749,0.5977170056436673,0.303904185402246,-0.1,-0.9,-0.2,-0.5,0,0,0,0,2,8,85,972,9442,94744,9455,919,92,11,2,0,0,0,0,0.0,0.0,0.0,0.0,2.1,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.2,2.1,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.3,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_SampleProd,046|000|000,54092,54079,1,1.357e-05,0.99997929,0.4636033858127861,-0.3,0.5689834893792731,0.5341714755049617,0.5347163495234102,0.2579075188418334,-0.2,-0.3,-0.3,-0.6,0,0,0,0,0,9,60,584,5457,54092,5408,537,61,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,1.1,1.0,1.0,1.0,1.1,1.3,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_SampleMean,047|000|000,56832,56813,1,5.19e-06,0.99995839,0.16384101374482807,-0.8,0.94688372465236,0.926299449816341,0.9791929909026738,0.8270534932759589,-0.0,-0.0,-0.0,-0.1,0,0,0,0,2,5,55,558,5699,56832,5649,584,56,5,0,0,0,0,0,0.0,0.0,0.0,0.0,3.5,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.5,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_SampleCorr,048|000|000,50164,50151,1,1.051e-05,0.9999957,1.1673210122612523e-06,-5.9,4.683676060965349e-24,1.6759255846923518e-19,9.970910370576383e-06,0.0014674713226563115,-23.3,-18.8,-5.0,-2.8,0,0,0,0,0,6,67,666,5518,50164,5480,620,77,12,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.3,1.1,1.1,1.2,1.5,2.4,4.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0.4,0.6,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_AppearanceSpacings,049|000|000,44382,44377,1,6.568e-05,0.99999922,0.6013173893531515,-0.2,0.49516995018720966,0.4432385134196999,0.08690847846247429,0.877222948214202,-0.3,-0.4,-1.1,-0.1,0,0,0,0,0,2,49,458,4509,44382,4396,437,50,5,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,1.0,1.0,1.0,1.0,1.1,1.1,2.3,22.5,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,-1000,-1000,-1000
TestU01,Crush, smarsa_CollisionOver,005|000|000,6786,137,50,0.00011214,0.99993453,9.546924076907703e-05,-4.0,1.1692983705866763e-18,0.0,0.0,0.0,-17.9,-1000,-1000,-1000,0,0,0,0,0,0,7,61,691,6786,681,58,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,1.0,0.9,0.4,1.5,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,0.0,-0.0,0.0,0.0,-0.0,-0.4,0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_AppearanceSpacings,050|000|000,84690,84646,1,3.933e-05,0.99999972,0.288076639143706,-0.5,0.7882298515456617,0.29735668067830934,0.08391285417565128,0.005886591837550188,-0.1,-0.5,-1.1,-2.2,0,0,0,0,0,9,84,788,8443,84690,8463,872,68,7,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.9,1.0,1.0,1.0,0.8,0.8,3.5,11.8,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,0.0,-0.0,0.0,0.0,0.0,-0.1,-0.1,0.5,1.1,-1000,-1000,-1000
TestU01,Crush, svaria_WeightDistrib,051|000|000,47148,47139,1,5.38e-06,0.99995988,0.10574280167428403,-1.0,0.7897684539107384,0.13305327296989722,0.8458014801022037,0.4662652448992057,-0.1,-0.9,-0.1,-0.3,0,0,0,0,1,3,59,483,4747,47148,4726,466,47,3,0,0,0,0,0,0.0,0.0,0.0,0.0,2.1,0.6,1.3,1.0,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.3,-0.2,0.1,0.0,0.0,0.0,0.0,0.0,-0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_WeightDistrib,052|000|000,36574,36567,1,5.356e-05,0.99998429,0.9472586066022565,-0.0,0.5178330612239606,0.7837846273571988,0.1312963233632448,0.7114579875974323,-0.3,-0.1,-0.9,-0.1,0,0,0,0,0,3,33,374,3607,36574,3719,375,36,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_WeightDistrib,053|000|000,38328,38318,1,1.36e-06,0.99996653,0.6772400112780855,-0.2,0.21787757527096285,0.82559137904453,0.97315644796847,0.9383457281096194,-0.7,-0.1,-0.0,-0.0,0,0,0,0,1,3,50,418,3863,38328,3821,364,32,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2.6,0.8,1.3,1.1,1.0,1.0,0.9,0.8,0.5,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.4,-0.1,0.1,0.0,0.0,0.0,-0.0,-0.1,-0.3,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_WeightDistrib,054|000|000,37896,37889,1,2.73e-05,0.99987592,0.6071129557341709,-0.2,0.5990103767808017,0.8580162110998979,0.8371231800566458,0.5552208354782465,-0.2,-0.1,-0.1,-0.3,0,0,0,0,0,4,42,368,3779,37896,3775,374,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, svaria_SumCollector,055|000|000,75750,75724,1,2.146e-05,0.99999121,0.8686445299453497,-0.1,0.9232954508452705,0.7085473672212165,0.8691988778289776,0.19199098358074804,-0.0,-0.1,-0.1,-0.7,0,0,0,0,0,8,74,764,7548,75750,7643,745,69,9,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.0,1.0,1.0,1.0,0.9,1.2,1.3,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,0.1,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,056|000|000,10241,10240,1,0.00033742,0.99994687,0.8365329563328952,-0.1,0.47991379822914837,0.9113350408547374,0.07617621778515815,0.5715767850806701,-0.3,-0.0,-1.1,-0.2,0,0,0,0,0,0,14,103,1035,10241,1036,110,5,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,1.0,1.0,1.1,0.5,1.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,0.1,0.0,0.0,0.0,0.0,-0.3,0.0,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,057|000|000,8955,8955,1,9.317e-05,0.9999945,0.8085233672861877,-0.1,0.7772875330745362,0.6009169333924471,0.6460688712722529,0.06782465935632374,-0.1,-0.2,-0.2,-1.2,0,0,0,0,0,1,8,82,861,8955,896,87,13,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.9,1.0,1.0,1.0,1.5,3.4,11.2,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.0,-0.0,-0.0,0.0,0.0,0.0,0.2,0.5,1.0,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,058|000|000,4416,4412,1,0.00013968,0.99995501,0.46877288430850167,-0.3,0.48887290563404295,0.9950499220259116,0.7564422437685907,0.776760309191926,-0.3,-0.0,-0.1,-0.1,0,0,0,0,0,0,3,51,457,4416,426,47,7,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,1.0,1.0,1.1,1.6,4.5,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,-0.2,0.1,0.0,0.0,0.0,0.2,0.7,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,059|000|000,3612,3611,1,4.843e-05,0.99996927,0.5242344692501396,-0.3,0.8030037372944234,0.5689945653093099,0.5012960511738123,0.7224101080429759,-0.1,-0.2,-0.3,-0.1,0,0,0,0,0,1,6,39,377,3612,368,40,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.8,1.7,1.1,1.0,1.0,1.1,0.6,2.8,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.4,0.2,0.0,0.0,0.0,0.0,-0.2,0.4,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_CollisionOver,006|000|000,6175,139,44,6.592e-05,0.99995658,0.001412994452706783,-2.8,1.93872362905665e-11,0.0,0.0,0.0,-10.7,-1000,-1000,-1000,0,0,0,0,0,1,7,59,634,6175,570,53,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6,1.1,1.0,1.0,0.9,0.9,1.0,1.6,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.2,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,060|000|000,2639,2478,1,3.104e-05,0.99847706,0.023500193076797585,-1.6,0.6073205258353931,0.15447058843557046,0.00013938852376973548,4.651330380939088e-22,-0.2,-0.8,-3.9,-21.3,0,0,0,0,0,2,3,35,273,2639,250,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.6,1.1,1.3,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.9,0.0,0.1,0.0,-0.0,-0.0,-1000,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_MatrixRank,061|000|000,2068,1965,1,0.00020695,0.9992711,0.5950651028497141,-0.2,0.034882930378103194,0.2995429185640613,0.3150389840475725,2.4193631096105175e-07,-1.5,-0.5,-0.5,-6.6,0,0,0,0,0,0,1,18,191,2068,185,17,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,0.9,0.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,-0.3,-0.0,-0.0,-0.0,-0.1,0.2,-1000,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_Savir2,062|000|000,44512,44503,1,1.65e-06,0.99999342,0.426369838112754,-0.4,0.3091628052992499,0.1323530409987788,0.4228763152694261,0.7506066164509536,-0.5,-0.9,-0.4,-0.1,0,0,0,0,2,8,64,516,4556,44512,4491,441,38,2,1,0,0,0,0,0.0,0.0,0.0,0.0,4.5,1.8,1.4,1.2,1.0,1.0,1.0,0.9,0.4,2.2,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,0.7,0.3,0.1,0.1,0.0,0.0,0.0,-0.0,-0.4,0.3,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_GCD,063|000|000,29016,29014,1,3.324e-05,0.99995091,0.8831644004591296,-0.1,0.710180487091403,0.15615476482185242,0.01396862325723246,0.7500918781010784,-0.1,-0.8,-1.9,-0.1,0,0,0,0,0,4,39,310,2845,29016,2950,302,30,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,1.3,1.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000
TestU01,Crush, smarsa_GCD,064|000|000,95360,95307,1,4.2e-07,0.99999824,0.0001994950991884833,-3.7,6.59233998522584e-05,0.0088897993243697,0.5073678809660844,0.057857357283894954,-4.2,-2.1,-0.3,-1.2,0,0,0,1,3,15,109,1021,9837,95360,9727,1008,113,11,1,0,0,0,0,0.0,0.0,0.0,10.5,3.1,1.6,1.1,1.1,1.0,1.0,1.1,1.2,1.2,1.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,1.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-1000,-1000,-1000,-1000
TestU01,Crush, swalk_RandomWalk1,065|000|001,6072,6071,1,0.00014928,0.99996748,0.5063037885439188,-0.3,0.9170838549465831,0.500322907977625,0.6236249139826187,0.3896492255792842,-0.0,-0.3,-0.2,-0.4,0,0,0,0,0,0,8,71,615,6072,604,62,8,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2,1.0,1.0,1.0,1.3,1.6,0.0,0.0,0.0,0.0,0.0,-1000,-1000,-1000,-1000,-1000,-1000,0.1,0.1,0.0,0.0,0.0,0.1,0.2,-1000,-1000,-1000,-1000,-1000
